timestamp,emotion,confidence,text,user,source,platform
2025-12-25 22:08:07.438607,neutral,84.24,"Artificial Intelligence is transforming the way we live and work. It is being applied in healthcare, finance, transportation, and more.""",Guest,,
2025-12-25 23:29:04.737251,sad,99.17,its very cold tonight,Guest,,
2025-12-26 07:52:34.113859,sad,97.16,,Guest,,
2025-12-26 07:53:36.587072,joy,99.37,it is a great day today and i am hopeful it will get better,Guest,,
2025-12-26 08:33:29.970945,happy,98.62,,Guest,,
2025-12-26 09:02:04.699875,happy,77.88,,Guest,,
2025-12-26 09:03:53.691312,sad,81.92,"कभी उसके बिना सोचना भी गुनाह था, आज उसके बिना जीना, जीना बन गया।",Guest,,
2025-12-26 09:05:08.765254,neutral,60.13,,Guest,,
2025-12-26 13:37:19.444209,happy,89.5,,Guest,,
2025-12-26 13:41:53.919062,fear,33.35,"तेरे बिना दिल की आवाज़ अब चुप है,
जैसे प्रेम की धुन बिना स्वर के हो,
हर ख्वाब अब एक सन्नाटे का हिस्सा है,
जैसे चिड़िया कोई बिना सजर के हो।",Guest,,
2025-12-26 16:51:03.095680,happy,95.72,,Guest,,
2025-12-26 17:04:41.731480,happy,7.909999847412109,voice_input,Guest,,
2025-12-26 17:12:49.682421,neutral,3.849999904632568,voice_input,Guest,,
2025-12-26 19:04:57.958938,sad,2.900000095367432,voice_input,Guest,,
2025-12-27 15:02:00.725412,happy,99.81,,Guest,,
2025-12-27 15:04:23.058245,surprise,67.15,"""आंखों का बहता दरिया कोई चुनता नहीं, पर अब सुनने को कोई यहां रुकता नहीं।""",Guest,,
2025-12-27 15:05:24.799214,sad,2.509999990463257,voice_input,Guest,,
2025-12-27 16:06:11.029960,happy,10.829999923706056,voice_input,Guest,,
2025-12-27 16:06:27.985257,happy,10.829999923706056,voice_input,Guest,,
2025-12-27 16:20:39.733044,neutral,93.0,,Guest,,
2025-12-27 16:24:30.609567,neutral,5.639999866485596,voice_input,Guest,,
2025-12-27 16:57:59.661105,03,21.5,voice_input,Guest,,
2025-12-27 17:25:14.628711,happy,23.0,voice_input,Guest,,
2025-12-27 17:35:23.780677,happy,20.5,voice_input,Guest,,
2025-12-27 17:36:33.608141,happy,20.0,voice_input,Guest,,
2025-12-27 17:39:14.489257,disgust,21.5,voice_input,Guest,,
2025-12-27 17:52:38.431617,happy,20.5,voice_input,Guest,,
2025-12-27 17:53:22.369650,happy,18.5,voice_input,Guest,,
2025-12-27 18:02:47.373637,happy,18.5,voice_input,Guest,,
2025-12-27 18:04:20.803997,disgust,24.5,voice_input,Guest,,
2025-12-27 18:04:56.442311,angry,23.0,,Guest,,
2026-03-14 14:57:07.339807,neutral,0.97,Je suis fou de rage / folle de rage,Guest,multimodal,streamlit
2026-03-14 16:16:31.067244,neutral,0.48,Pour qui tu te prends,Guest,multimodal,streamlit
2026-03-14 16:45:48.442596,neutral,0.24,C'est la goutte d'eau qui fait déborder le vase,Guest,multimodal,streamlit
2026-03-14 17:16:15.572736,angry,0.54,,Guest,face,webcam
2026-03-14 17:17:00.226582,happy,0.56,,Guest,face,webcam
2026-03-15 09:46:17.012120,surprise,0.93,,Guest,face,webcam
2026-03-15 09:48:50.274762,anger,0.52,Tu ne m'écoutes pas,Guest,text,streamlit
2026-03-15 09:49:57.604288,sad,0.52,"मैं मुसाफिर हूं कोई ठिकाना न रहा
बसर करता हूं दूर किसी वीराने में,
मैं महफिल की ख्वाहिश में था कभी
अब चाहत ही न रही इस दीवाने में ",Guest,text,streamlit
2026-03-15 09:50:47.276078,neutral,0.71,"जिंदगी के हर मोड़ पर तूने आजमाया है,
हर बार एक नया दर्द हमने पाया है।
अब तो आदत-सी हो गई है इन जख्मों की,
क्या पता खुदा ने मेरे लिए यही नसीब बनाया है",Alok Mittal,text,streamlit
2026-03-15 10:04:59.759224,sad,0.58,"जिंदगी के हर मोड़ पर तूने आजमाया है,
हर बार एक नया दर्द हमने पाया है।
अब तो आदत-सी हो गई है इन जख्मों की,
क्या पता खुदा ने मेरे लिए यही नसीब बनाया है",Alok Mittal,text,streamlit
2026-03-15 10:05:43.467778,neutral,0.83,"सांसे किसी का इंतजार नहीं करती,
ये चलते चलते चली ही जाती है,
इसलिए मैं किसी का इंतजार नहीं करता ",Alok Mittal,text,streamlit
2026-03-15 16:16:28.926080,anger,0.65,"जब मैं इन दुखों से निकल जाऊंगी
तो मेरा पहला काम तुम्हें
पहचानने से इंकार होगा !",Guest,text,streamlit
2026-03-15 16:18:59.918144,happy,0.5425899950715296,,Guest,voice,streamlit
2026-03-16 20:28:40.051638,happy,1.0,,Guest,image,streamlit
2026-03-16 20:30:19.936701,happy,1.0,,Guest,image,streamlit
2026-03-16 20:31:01.550706,anger,0.65," जब मैं इन दुखों से निकल जाऊंगी
तो मेरा पहला काम तुम्हें
पहचानने से इंकार होगा !",Guest,text,streamlit
2026-03-16 20:34:01.863850,neutral,0.1,,Guest,voice,streamlit
2026-03-16 20:42:05.807542,happy,0.81,,Guest,face,webcam
2026-03-16 20:47:31.311237,anger,0.65," जब मैं इन दुखों से निकल जाऊंगी
तो मेरा पहला काम तुम्हें
पहचानने से इंकार होगा !",Guest,text,streamlit
2026-03-16 20:52:19.947897,anger,0.65," जब मैं इन दुखों से निकल जाऊंगी
तो मेरा पहला काम तुम्हें
पहचानने से इंकार होगा !",Guest,text,streamlit
2026-03-16 20:52:27.123349,anger,0.65," जब मैं इन दुखों से निकल जाऊंगी
तो मेरा पहला काम तुम्हें
पहचानने से इंकार होगा !",Guest,text,streamlit
2026-03-16 21:09:01.440096,happy,1.0,,Guest,image,streamlit
2026-03-16 21:32:21.823843,neutral,0.1,,Guest,voice,streamlit
2026-03-18 17:56:20.589854,neutral,0.69,,Apoorv Mittal,face,webcam
2026-03-18 17:57:30.808968,surprise,0.45,,Guest,face,webcam
2026-03-18 17:58:16.807499,surprise,0.89,,Guest,face,webcam
2026-03-18 17:58:59.337306,surprise,0.66,,Guest,face,webcam
2026-03-18 17:59:34.135499,neutral,0.68,"किसी के साथ इतनी उम्मीद मत रखना,
कि उम्मीद के साथ खुद भी टूट जाओ ",Guest,text,streamlit
2026-03-18 18:00:28.695509,neutral,0.42,"N'ayez jamais peur de la vie, n'ayez jamais peur de l'aventure, faites confiance au hasard, à la chance, à la destinée",Guest,text,streamlit
2026-03-18 18:01:55.455451,surprise,0.66,,Guest,face,webcam
2026-03-18 18:11:05.503126,happy,0.8,,Guest,face,webcam
2026-03-18 18:11:36.233153,angry,0.4,,Guest,face,webcam
2026-03-18 18:12:24.585520,surprise,0.76,,Guest,face,webcam
2026-03-18 18:19:01.599264,neutral,0.6,,Guest,face,webcam
2026-03-18 18:26:24.830872,neutral,0.6,,Guest,face,webcam
2026-03-18 18:29:25.057121,happy,0.99,,Guest,face,webcam
2026-03-18 18:30:00.047728,happy,0.99,,Guest,face,webcam
2026-03-18 18:33:10.309950,neutral,0.47,"हर बार जब आप क्रोधित होते हैं, तब आप अपनी ही प्रणाली में ज़हर घोलते हैं ।",Guest,text,streamlit
2026-03-18 18:34:29.603352,neutral,0.53,क्रोध वह हवा है जो बुद्धि के दीप को बुझा देती है ।,Guest,text,streamlit
2026-03-18 18:44:21.223787,happy,1.0,,Guest,image,streamlit
2026-03-18 18:46:13.178994,happy,0.5425899950715296,,Guest,voice,streamlit
2026-03-18 18:52:00.390234,happy,0.1124247852744241,,Guest,voice,streamlit
2026-03-18 18:52:30.979080,happy,0.1124247852744241,,Guest,voice,streamlit
2026-03-18 18:53:22.219635,happy,1.0,,Guest,image,streamlit
2026-03-18 18:54:02.421132,happy,1.0,,Guest,image,streamlit
2026-03-18 18:54:19.891991,neutral,0.53,क्रोध वह हवा है जो बुद्धि के दीप को बुझा देती है ।,Guest,text,streamlit
2026-03-18 18:55:40.267064,happy,0.99,,Guest,face,webcam
2026-03-18 18:55:49.124744,neutral,0.53,क्रोध वह हवा है जो बुद्धि के दीप को बुझा देती है ।,Guest,text,streamlit
2026-03-18 18:56:25.665564,happy,1.0,,Guest,image,streamlit
2026-03-18 19:21:24.467721,neutral,0.53,क्रोध वह हवा है जो बुद्धि के दीप को बुझा देती है ।,Guest,text,streamlit
2026-03-18 19:22:53.050999,happy,1.0,,Guest,image,streamlit
2026-03-18 19:25:25.744554,happy,1.0,,Guest,image,streamlit
2026-03-18 19:29:03.159769,happy,0.98,,Guest,image,streamlit
2026-03-18 19:32:51.911118,happy,1.0,,Guest,image,streamlit
2026-03-28 10:25:48.316762,happy,0.897,,Guest,face,webcam
2026-03-28 10:26:32.160542,surprise,0.468,,Guest,face,webcam
2026-03-28 10:26:41.299057,sad,0.996,,Guest,face,webcam
2026-03-28 10:27:10.100987,neutral,0.82,"शाम होते ही चराग़ों को बुझा देता हूँ
दिल ही काफ़ी है तिरी याद में जलने के लिए
",Guest,text,streamlit
2026-03-28 10:27:52.792532,neutral,0.85,"तुम फिर उसी अदा से अंगड़ाई ले के हँस दो
आ जाएगा पलट कर गुज़रा हुआ ज़माना

",Guest,text,streamlit
2026-03-28 10:29:04.538605,neutral,0.93,"La vie est une ivresse continuelle : le plaisir passe, le mal de tête reste.

",Guest,text,streamlit
2026-03-28 10:39:28.484430,neutral,0.96,Un brin de folie égaye la vie,Guest,text,streamlit
2026-03-28 10:43:28.225950,neutral,0.95,La vie est un voyage au milieu de la nuit,Guest,text,streamlit
2026-03-28 10:43:44.965170,neutral,0.91,"La vie est un grand drame, il faut le bien jouer. Mais ce qu’il faut surtout, c’est le bien dénouer
",Guest,text,streamlit
2026-03-28 10:49:25.414145,neutral,0.839,,Guest,face,webcam
2026-03-28 10:49:33.626321,happy,0.988,,Guest,face,webcam
2026-03-28 10:49:48.582868,happy,0.988,,Guest,face,webcam
2026-03-28 10:49:59.329861,happy,0.988,,Guest,face,webcam
2026-03-28 10:50:20.996887,neutral,0.91,"La vie est un grand drame, il faut le bien jouer. Mais ce qu’il faut surtout, c’est le bien dénouer",Guest,text,streamlit
2026-03-28 10:57:40.362855,neutral,0.91,"La vie est un grand drame, il faut le bien jouer. Mais ce qu’il faut surtout, c’est le bien dénouer",Guest,text,streamlit
2026-03-28 11:02:06.246730,neutral,0.93,La vie est un arbre dont le fruit est souvent amer,Guest,text,streamlit
2026-03-28 11:06:46.211851,neutral,0.95,"Si jeunesse savait, si vieillesse pouvait",Guest,text,streamlit
2026-03-28 11:08:05.461658,neutral,0.94,"मंज़िलें उन्हीं को मिलती हैं, जिनके सपनों में जान होती है,
पंखों से कुछ नहीं होता, हौसलों से उड़ान होती है।",Guest,text,streamlit
2026-03-28 11:11:51.453796,neutral,0.94,"मंज़िलें उन्हीं को मिलती हैं, जिनके सपनों में जान होती है,
पंखों से कुछ नहीं होता, हौसलों से उड़ान होती है।",Guest,text,streamlit
2026-03-28 15:48:40.667501,neutral,0.62,"भूलने को सोचा उन्हें पर भूल कहा पा रहे है,
हवाओं में उनकी खुशबू फैली हुई है,
अब क्या सांस लेना छोड़ दे",Guest,text,streamlit
2026-03-28 15:49:16.322320,neutral,0.87,"क़ब्रों में नहीं हम को किताबों में उतारो
हम लोग मोहब्बत की कहानी में मरें हैं
",Guest,text,streamlit
2026-03-28 15:50:03.558911,happy,0.7,"खुशी एक तितली की तरह है, जिसका पीछा करने पर वह हमेशा हमारी पकड़ से दूर रहती है, लेकिन अगर आप शांति से बैठ जाएं तो वह शायद आप पर आकर बैठ जाए
",Guest,text,streamlit
2026-03-28 15:51:01.953259,neutral,0.894,,Alok Mittal,face,webcam
2026-03-28 15:51:15.982588,surprise,0.998,,Guest,face,webcam
2026-03-28 15:51:33.474713,surprise,0.998,,Guest,face,webcam
2026-03-28 15:51:42.478365,surprise,0.998,,Guest,face,webcam
2026-03-28 15:52:44.185708,neutral,0.33,"खुशी एक तितली की तरह है, जिसका पीछा करने पर वह हमेशा हमारी पकड़ से दूर रहती है, लेकिन अगर आप शांति से बैठ जाएं तो वह शायद आप पर आकर बैठ जाए",Guest,multimodal,streamlit
2026-03-28 15:53:19.349901,fear,0.369,,Guest,image,streamlit
2026-03-28 15:55:08.668341,neutral,0.1,,Alok Mittal,voice,streamlit
2026-03-28 15:56:34.549349,anger,0.1645052886159883,,Alok Mittal,voice,streamlit
2026-03-28 15:57:22.269423,neutral,0.1070592433257777,,Alok Mittal,voice,streamlit
2026-03-28 22:23:42.080037,happy,0.7,"खुशी एक तितली की तरह है, जिसका पीछा करने पर वह हमेशा हमारी पकड़ से दूर रहती है, लेकिन अगर आप शांति से बैठ जाएं तो वह शायद आप पर आकर बैठ जाए
",Guest,text,streamlit
2026-03-28 22:24:18.762661,happy,0.7,"खुशी एक तितली की तरह है, जिसका पीछा करने पर वह हमेशा हमारी पकड़ से दूर रहती है, लेकिन अगर आप शांति से बैठ जाएं तो वह शायद आप पर आकर बैठ जाए
",Guest,text,streamlit
2026-03-28 22:24:51.092863,surprise,0.888,,Guest,face,webcam
2026-03-28 22:25:06.518835,surprise,0.888,,Guest,face,webcam
2026-03-28 22:29:29.645850,surprise,0.888,,Guest,face,webcam
2026-03-28 22:33:39.386201,sad,0.321,,Guest,face,webcam
2026-03-28 22:33:56.302357,happy,0.979,,Guest,face,webcam
2026-03-28 22:34:07.114223,neutral,0.856,,Guest,face,webcam
2026-03-28 22:34:43.489925,fear,0.369,,Guest,image,streamlit
2026-03-28 22:35:15.126210,surprise,0.341,,Guest,image,streamlit
2026-03-28 22:35:27.682408,neutral,0.559,,Guest,image,streamlit
2026-03-28 22:35:39.974294,neutral,0.704,,Guest,image,streamlit
2026-03-28 22:36:11.055552,fear,0.369,,Alok Mittal,image,streamlit
2026-03-28 22:40:29.036946,happy,0.49,"दिल सुलगता है तिरे सर्द रवय्ये से मिरा
देख अब बर्फ़ ने क्या आग लगा रक्खी है",Alok Mittal,multimodal,streamlit
2026-03-28 22:49:09.618141,happy,0.28,"सिर्फ़ उस के होंट काग़ज़ पर बना देता हूँ मैं
ख़ुद बना लेती है होंटों पर हँसी अपनी जगह",Guest,multimodal,streamlit
2026-03-30 11:59:24.739929,angry,0.828,,Guest,face,webcam
2026-03-30 12:00:30.681451,sad,0.38,J'ai la nausée.,Guest,text,streamlit
2026-03-30 12:00:49.144764,neutral,0.86,Beurk !,Guest,text,streamlit
2026-03-30 12:02:59.608834,fear,0.87,Quelle horreur !,Guest,text,streamlit
2026-03-30 12:06:09.742687,neutral,0.85,C’est répugnant.,Guest,text,streamlit
2026-03-30 12:06:27.356607,anger,0.81,Ça me dégoûte.,Guest,text,streamlit
2026-03-30 12:14:41.271646,happy,0.57,Tu es drôle,Guest,multimodal,streamlit
2026-03-30 12:19:34.519818,surprise,0.341,,Guest,image,streamlit
2026-03-30 13:19:13.104357,neutral,0.1194377505974813,,Guest,voice,streamlit
2026-03-30 15:54:28.169469,surprise,0.341,,Guest,image,streamlit
2026-03-30 15:54:36.845084,neutral,0.559,,Guest,image,streamlit
2026-03-30 15:54:47.876844,fear,0.369,,Guest,image,streamlit
2026-03-30 15:57:27.934588,happy,0.5425899950715296,,Guest,voice,streamlit
2026-03-30 16:00:49.125740,happy,0.2734951238129524,,Guest,voice,streamlit
2026-03-30 16:42:49.453272,happy,0.136559203726998,,Guest,voice,streamlit
2026-03-30 16:56:01.249756,fear,0.369,,Guest,image,streamlit
2026-03-30 17:03:55.638189,neutral,0.95,"Petit à petit, l'oiseau fait son nid.",Guest,text,streamlit
2026-03-30 17:04:13.783353,neutral,0.95,"Petit à petit, l'oiseau fait son nid.",Guest,text,streamlit
2026-03-30 17:05:41.965870,happy,0.89,Tu es drôle,Guest,multimodal,streamlit
2026-03-30 17:06:05.376365,neutral,0.95,"Petit à petit, l'oiseau fait son nid.",Guest,multimodal,streamlit
2026-03-30 17:06:21.228496,fear,0.369,,Guest,image,streamlit
2026-03-30 17:11:38.886273,happy,0.136559203726998,,Guest,voice,streamlit
2026-03-31 16:17:44.880965,neutral,0.833,,Guest,face,webcam
2026-03-31 16:19:15.548734,neutral,0.68,"Please take me out of the underground gutter, it is very smelly.",Guest,text,streamlit
2026-03-31 16:23:46.513704,neutral,0.23,"What is this, there is too much cold in this weather in Jammu & Kashmir.",Guest,multimodal,streamlit
2026-03-31 16:30:05.292463,fear,0.369,,Guest,image,streamlit
2026-03-31 16:36:00.899919,neutral,0.1131832034109642,,Guest,voice,streamlit
2026-03-31 16:38:49.137499,neutral,0.1131832034109642,,Guest,voice,streamlit
2026-03-31 16:47:11.155733,neutral,0.1,,Guest,voice,streamlit
2026-03-31 16:49:22.378843,neutral,0.559,,Guest,image,streamlit
2026-04-04 10:18:44.765123,neutral,0.567,,Guest,face,webcam
2026-04-04 10:19:19.335706,neutral,0.5,Please save me from the tigers present in the forest.,Guest,text,streamlit
2026-04-04 10:21:06.768590,surprise,0.32,"There is a lot of wind going on here, it is very chilled.",Guest,multimodal,streamlit
2026-04-04 10:21:28.550297,neutral,0.559,,Guest,image,streamlit
2026-04-04 11:22:58.060156,neutral,0.1,,Guest,voice,streamlit
2026-04-04 11:23:29.837127,neutral,0.567,,Guest,face,webcam
2026-04-04 11:23:42.448938,neutral,0.5,Please save me from the tigers present in the forest.,Guest,text,streamlit
2026-04-04 11:25:01.292874,surprise,0.32,"There is a lot of wind going on here, it is very chilled.",Guest,multimodal,streamlit
2026-04-04 11:25:16.922745,neutral,0.559,,Guest,image,streamlit
2026-04-11 12:33:31.053350,neutral,0.8,"रात आ कर गुज़र भी जाती है
इक हमारी सहर नहीं होती
",Guest,text,streamlit
2026-04-11 12:34:13.789790,neutral,0.8,"रात आ कर गुज़र भी जाती है
इक हमारी सहर नहीं होती

",Guest,text,streamlit
2026-04-11 12:34:32.304342,happy,0.744,,Guest,face,webcam
2026-04-11 12:35:00.823180,happy,0.744,,Guest,face,webcam
2026-04-11 12:35:31.732688,fear,0.926,,Guest,face,webcam
2026-04-11 12:36:09.879920,fear,0.94,,Guest,face,webcam
2026-04-11 12:36:40.553391,happy,0.734,,Alok Mittal,face,webcam
2026-04-11 12:36:49.670189,happy,0.523,,Alok Mittal,face,webcam
2026-04-11 12:36:57.037084,neutral,0.571,,Alok Mittal,face,webcam
2026-04-11 12:37:55.924749,fear,0.22,"दीवारों से मिल कर रोना अच्छा लगता है
हम भी पागल हो जाएँगे ऐसा लगता है",Alok Mittal,multimodal,streamlit
2026-04-11 18:06:49.069878,neutral,0.974,,Guest,face,webcam
2026-04-11 18:08:13.965277,neutral,0.94,J’en ai ras le bol,Guest,text,streamlit
2026-04-11 18:08:40.879985,neutral,0.96,La goutte d'eau qui fait déborder le vase,Guest,text,streamlit
2026-04-11 18:10:13.217801,neutral,0.97,"“A book is a garden, an orchard, a storehouse, a party, a company by the way, a counselor, a multitude of counselors.”",Alok Mittal,text,streamlit
2026-04-11 22:19:08.781833,neutral,0.97,"“A book is a garden, an orchard, a storehouse, a party, a company by the way, a counselor, a multitude of counselors.”",Guest,text,streamlit
2026-04-11 22:20:51.877837,neutral,0.54,"I have a lot of pending work to complete today, and tommorow is my submission.",Guest,multimodal,streamlit
2026-04-11 22:26:34.331675,neutral,0.1,,Guest,voice,streamlit
2026-04-11 22:30:13.229359,surprise,0.341,,Guest,image,streamlit
2026-04-11 22:30:28.651173,surprise,0.341,,Guest,image,streamlit
2026-04-11 22:31:09.329648,neutral,0.54,"I have a lot of pending work to complete today, and tommorow is my submission.",Guest,multimodal,streamlit
2026-04-11 22:33:20.647565,neutral,0.1299451084023167,,Guest,voice,streamlit
2026-04-12 09:34:49.332137,fear,0.985,,Guest,face,webcam
2026-04-12 09:35:02.500215,neutral,0.52,,Guest,face,webcam
2026-04-12 09:35:10.255409,neutral,0.996,,Guest,face,webcam
2026-04-12 09:35:18.623303,sad,0.754,,Guest,face,webcam
2026-04-12 09:35:44.743654,sad,0.754,,Guest,face,webcam
2026-04-12 09:35:52.203522,sad,0.754,,Guest,face,webcam
2026-04-12 09:37:31.051747,anger,0.62,non mais vraiment ,Apoorv Mittal,text,streamlit
2026-04-12 09:39:13.088544,happy,0.6,"They promised us to bury the tree of good and evil in the shade, to banish tyrannical honesties, so that we might bring forth our very pure love.",Apoorv Mittal,text,streamlit
2026-04-12 09:40:43.554709,happy,0.2,"They promised us to bury the tree of good and evil in the shade, to banish tyrannical honesties, so that we might bring forth our very pure love.",Apoorv Mittal,multimodal,streamlit
2026-04-12 11:40:08.203580,fear,0.422,,Apoorv Mittal,face,webcam
2026-04-12 11:40:20.220504,fear,0.656,,Apoorv Mittal,face,webcam
2026-04-12 11:40:28.984510,fear,0.96,,Apoorv Mittal,face,webcam
2026-04-12 11:40:40.853981,fear,0.96,,Guest,face,webcam
2026-04-12 11:40:50.858036,fear,0.96,,Guest,face,webcam
2026-04-12 11:41:36.970576,anger,0.59,"I don't want to do swimming in deep water, it is very risky for me.",Guest,text,streamlit
2026-04-12 11:50:03.355338,fear,0.44,"They promised us to bury the tree of good and evil in the shade, to banish tyrannical honesties, so that we might bring forth our very pure love.",Guest,multimodal,streamlit
2026-04-12 11:54:42.324653,neutral,0.43,"They promised us to bury the tree of good and evil in the shade, to banish tyrannical honesties, so that we might bring forth our very pure love.",Guest,multimodal,streamlit
2026-04-12 12:01:26.398503,fear,0.369,,Guest,image,streamlit
2026-04-12 12:04:46.027246,fear,0.96,,Guest,face,webcam
2026-04-12 12:13:55.331444,neutral,0.29,"They promised us to bury the tree of good and evil in the shade, to banish tyrannical honesties, so that we might bring forth our very pure love.",Guest,multimodal,streamlit
2026-04-12 12:15:35.316153,happy,0.644,,Apoorv Mittal,face,webcam
2026-04-12 12:20:15.550123,fear,0.82,I don't want to go for trekking as I am scared that I will fall down from the mountains while climbing.,Apoorv Mittal,text,streamlit
2026-04-25 11:16:16.754195,happy,0.914,,Guest,face,webcam
2026-04-25 11:19:14.180529,sad,0.826,,Guest,face,webcam
2026-04-25 11:19:23.610214,sad,0.826,,Guest,face,webcam
2026-04-25 11:19:37.201503,sad,0.978,,Guest,face,webcam
2026-04-25 11:21:30.702865,neutral,0.7,यूं ही नहीं मिलती मंजिलें एक जुनून सा दिल में जगाना होता है पूछा चिड़िया से कैसे बनाया आशियाना बोली भरनी पड़ती है उड़ान बार-बार तिनका तिनका उठाना होता है,Apoorv Mittal,text,streamlit
2026-04-25 11:22:40.255509,neutral,0.45,"जमाना वो भी था जब तुम खास थे,
जमाना ये भी है के तेरा जिक्र तक नहीं!",Apoorv Mittal,text,streamlit
2026-04-25 11:23:05.913687,happy,0.73,"जब आप सच्चे प्यार में पड़ जाते है,
तो आंखों में आंसू लिए रोज मुस्कुराते है!",Apoorv Mittal,text,streamlit
2026-04-25 11:23:53.436626,fear,0.31,"जब आप सच्चे प्यार में पड़ जाते है,
तो आंखों में आंसू लिए रोज मुस्कुराते है!",Apoorv Mittal,multimodal,streamlit
2026-04-25 11:25:45.714436,happy,0.243741751350224,,guest,voice,streamlit
2026-05-01 15:54:46.690402,neutral,0.96,,Guest,face,webcam
